DRP	RPLK	Bicol International Airport	Legazpi	13.111915	123.676829
DRS	EDDC	Dresden Airport	Dresden	51.134123	13.767831
DRV	VRMD	Dharavandhoo Airport	Baa Atoll	5.1561	73.1302
DRW	YPDN	Darwin International Airport / RAAF Darwin	Darwin	-12.41497	130.88185
DSD	TFFA	La Désirade Airport	Grande Anse	16.296902	-61.0844
DSE	HADC	Kombolcha Airport	Dessie	11.10975	39.725911
DSI	KDTS	Destin Executive Airport	Destin	30.400101	-86.471497
DSM	KDSM	Des Moines International Airport	Des Moines	41.534027	-93.656719
DSN	ZBDS	Ordos Ejin Horo International Airport	Ordos	39.493514	109.8599
DSO	ZKSD	Sondok Airport	Sŏndŏng-ni	39.745201	127.473999
DSS	GOBD	Blaise Diagne International Airport	Dakar	14.670878	-17.072829
DSY		Dara Sakor International Airport	Ta Noun	10.914244	103.226652
DTB	WIMN	Silangit Airport	Siborong-Borong	2.25973	98.991898
DTD	WALJ	Datadawai Airport	Datadawai-Borneo Island	0.807028	114.529052
DTM	EDLW	Dortmund Airport	Dortmund	51.518299	7.61224
DTR		Decatur Shores Airport	Decatur	48.500171	-122.813973
DTU	ZYDU	Wudalianchi Dedu Airport	Heihe	48.441037	126.128374
DTW	KDTW	Detroit Metropolitan Wayne County Airport	Detroit	42.21377	-83.353786
DUB	EIDW	Dublin Airport	Dublin	53.428713	-6.262121
DUD	NZDN	Dunedin International Airport	Dunedin	-45.929017	170.197758
DUE	FNDU	Dundo Airport	Chitato	-7.400889873504639	20.818500518798828
DUJ	KDUJ	DuBois Regional Airport	Dubois	41.17829895	-78.8986969
DUM	WIBD	Pinang Kampai Airport	Dumai	1.609026	101.433493
DUR	FALE	King Shaka International Airport	Durban	-29.6144444444	31.1197222222
DUS	EDDL	Düsseldorf Airport	Düsseldorf	51.289501	6.76678
DUT	PADU	Tom Madsen (Dutch Harbor) Airport	Unalaska	53.89881	-166.544996
DVL	KDVL	Devils Lake Regional Airport	Devils Lake	48.115454	-98.908796
DVO	RPMD	Francisco Bangoy International Airport	Davao	7.12552	125.646004
DWB	FMNO	Soalala Airport	Soalala	-16.10169	45.358837
DWC	OMDW	Al Maktoum International Airport	Dubai(Jebel Ali)	24.896171	55.16235
DWD	OEDM	Dawadmi Domestic Airport	Dawadmi	24.4499	44.121201
DWO		Diyawanna Oya Seaplane Base	Sri Jayawardenepura Kotte	6.906585	79.909
DXB	OMDB	Dubai International Airport	Dubai	25.24979	55.370992
DXJ	ZGXX	Xiangxi Biancheng Airport	Xiangxi	28.4972	109.5218
DYG	ZGDY	Zhangjiajie Hehua International Airport	Zhangjiajie (Yongding)	29.104749	110.442786
DYR	UHMA	Ugolny Yuri Ryktheu Airport	Anadyr	64.734902	177.740997
DYU	UTDD	Dushanbe International Airport	Dushanbe	38.543746	68.822977
DZA	FMCZ	Dzaoudzi Pamandzi International Airport	Dzaoudzi	-12.809319	45.281815
DZH	ZUDA	Dazhou Jinya Airport	Dazhou (Dachuan)	31.048815	107.435646
DZN	UAKD	Zhezkazgan National Airport	Zhezkazgan	47.708953	67.738094
EAA	PAEG	Eagle Airport	Eagle	64.778003	-141.150455
EAM	OENG	Najran Domestic Airport	Najran	17.611401	44.419201
EAR	KEAR	Kearney Regional Airport	Kearney	40.727001	-99.006798
EAS	LESO	San Sebastián Airport	Hondarribia	43.356499	-1.79061
EAT	KEAT	Pangborn Memorial Airport	Wenatchee	47.398899	-120.207001
EAU	KEAU	Chippewa Valley Regional Airport	Eau Claire	44.86579895019531	-91.48429870605469
EAX	SMEG	Eduard Alexander Gummels Airport	Kwatta	5.863807	-55.189504
EBA	LIRJ	Marina di Campo Airport	Campo nell'Elba (LI)	42.760871	10.239811
EBB	HUEN	Entebbe International Airport	Entebbe	0.042386	32.443501
EBD	HSOB	El-Obeid Airport	El-Obeid	13.1532	30.2327
EBJ	EKEB	Esbjerg Airport	Esbjerg	55.525902	8.5534
EBL	ORER	Erbil International Airport	Arbil	36.236047	43.946615
ECN	LCEN	Ercan International Airport	Tymbou (Kirklar)	35.153064	33.507352
ECP	KECP	Northwest Florida Beaches International Airport	Panama City Beach	30.357106	-85.795414
EDA		Edna Bay Seaplane Base	Edna Bay	55.949653	-133.661012
EDI	EGPH	Edinburgh Airport	Edinburgh	55.950145	-3.372288
EDL	HKEL	Eldoret International Airport	Eldoret	0.404458	35.238899
EDO	LTFD	Balıkesir Koca Seyit Airport	Edremit	39.552533	27.010192
EDR	YPMP	Pormpuraaw Airport	Pormpuraaw	-14.896451	141.60908
EEK	PAEE	Eek Airport	Eek	60.213173	-162.044048
EFL	LGKF	Kefallinia Airport	Kefallinia Island	38.12009811401367	20.500499725341797
EGC	LFBE	Bergerac Dordogne-Périgord airport	Bergerac	44.825298	0.518611
EGE	KEGE	Eagle County Regional Airport	Eagle	39.64260101	-106.9179993
EGO	UUOB	Belgorod International Airport	Belgorod	50.643798828125	36.5900993347168
EGS	BIEG	Egilsstaðir Airport	Egilsstaðir	65.2833023071289	-14.401399612426758
EGX	PAII	Egegik Airport	Egegik	58.184386	-157.374873
EHU	ZHEC	Ezhou Huahu International Airport	Ezhou	30.341178	115.03926
EIE	UNII	Yeniseysk Airport	Yeniseysk	58.474201	92.112503
EIN	EHEH	Eindhoven Airport	Eindhoven	51.4500999451	5.37452983856
EIS	TUPJ	Terrance B. Lettsome International Airport	Beef Island	18.445492	-64.541707
EJA	SKEJ	Yariguíes Airport	Barrancabermeja	7.02433	-73.8068
EJH	OEWJ	Al Wajh Domestic Airport	Al Wajh	26.198601	36.476398
EJT		Enejit Airport	Enejit Island	6.0404	171.9846
EKO	KEKO	Elko Regional Airport	Elko	40.82490158081055	-115.79199981689453
EKS	UHSK	Shakhtyorsk Airport	Shakhtyorsk	49.1903	142.082993
ELC	YELD	Elcho Island Airport	Elcho Island	-12.019399642899998	135.570999146
ELD	KELD	South Arkansas Regional Airport at Goodwin Field	El Dorado	33.221001	-92.813301
ELF	HSFS	El Fasher Airport	El Fasher	13.614899635314941	25.324600219726562
ELG	DAUE	El Golea Airport	El Menia	30.580732	2.861595
ELH	MYEH	North Eleuthera Airport	North Eleuthera	25.475823	-76.680784
ELI	PFEL	Elim Airport	Elim	64.6147	-162.272003
ELM	KELM	Elmira Corning Regional Airport	Elmira/Corning	42.1599006652832	-76.8916015625
ELP	KELP	El Paso International Airport	El Paso	31.809908	-106.375607
ELQ	OEGS	Prince Naif bin Abdulaziz International Airport	Qassim	26.302799	43.774399
ELS	FAEL	King Phalo Airport	East London	-33.035599	27.825899
ELU	DAUO	Guemar Airport - مطار قمار بالوادي	Guemar	33.511398	6.77679
ELV	PAEL	Elfin Cove Seaplane Base	Elfin Cove	58.195201873799995	-136.347000122
EMA	EGNX	East Midlands Airport	Nottingham, Leicestershire	52.8311	-1.32806
EMD	YEML	Emerald Airport	Emerald	-23.5674991608	148.179000854
EME	EDWE	Emden Airport	Emden	53.391109	7.2275
EMK	PAEM	Emmonak Airport	Emmonak	62.78609848	-164.4909973
ENA	PAEN	Kenai Municipal Airport	Kenai	60.570946	-151.245174
ENE	WATE	H. Hasan Aroeboesman (Ende) Airport	Ende	-8.849114	121.66101
ENF	EFET	Enontekio Airport	Enontekio	68.362602233887	23.424299240112
ENH	ZHES	Enshi Xujiaping Airport	Enshi (Enshi)	30.320299	109.485001
ENI	RPEN	El Nido Airport	El Nido	11.202399	119.416087
ENO	SGEN	Teniente Ramon A. Ayub Gonzalez International Airport	Encarnación	-27.227537	-55.837584
ENT	PKMA	Eniwetok Airport	Eniwetok Atoll	11.340700149536133	162.3280029296875
ENU	DNEN	Akanu Ibiam International Airport	Enegu	6.473718	7.560463
ENY	ZLYA	Yan'an Nanniwan Airport	Yan'an (Baota)	36.479413	109.464083
EOH	SKMD	Enrique Olaya Herrera Airport	Medellín	6.219686	-75.590597
EOI	EGED	Eday Airport	Eday	59.19060134887695	-2.7722198963165283
EPR	YESP	Esperance Airport	Esperance	-33.684399	121.822998
EPU	EEPU	Pärnu Airport	Pärnu	58.41899871826172	24.47279930114746
EQS	SAVE	Esquel Brigadier Antonio Parodi International Airport	Esquel	-42.908001	-71.139503
ERC	LTCD	Erzincan Airport	Erzincan	39.7102012634	39.527000427199994
ERF	EDDE	Erfurt-Weimar Airport	Erfurt	50.978281	10.960713
ERH	GMFK	Moulay Ali Cherif Airport	Errachidia	31.9475002289	-4.39833021164
ERI	KERI	Erie International Tom Ridge Field	Erie	42.083127	-80.173867
ERL	ZBER	Erenhot Saiwusu International Airport	Erenhot	43.424079	112.091081
ERS	FYWE	Eros Airport	Windhoek	-22.60492	17.079002
ERZ	LTCE	Erzurum International Airport	Erzurum	39.956501	41.1702
ESB	LTAC	Esenboğa International Airport	Ankara	40.128101	32.995098
ESC	KESC	Delta County Airport	Escanaba	45.723199	-87.088623
ESD	KORS	Orcas Island Airport	Eastsound	48.708199	-122.910004
ESL	URWI	Elista Airport	Elista	46.373901	44.330898
ESM	SETN	Carlos Concha Torres International Airport	Tachina	0.978519	-79.626602
ESR	SCES	Ricardo García Posada Airport	El Salvador	-26.3111	-69.765198
ESU	GMMI	Essaouira-Mogador Airport	Essaouira	31.397499	-9.68167
ETM	LLER	Ramon International Airport	Eilat	29.727009	35.014116
ETR	SERO	Santa Rosa - Artillery Colonel Victor Larrea International Airport	Santa Rosa	-3.441986	-79.996957
ETZ	LFJL	Metz-Nancy-Lorraine Airport	Goin	48.982101	6.25132
EUA	NFTE	Kaufana Airport	Eua Island	-21.378299713100002	-174.957992554
EUG	KEUG	Eugene Airport	Eugene	44.124599	-123.211998
EUN	GMML	Laayoune Hassan I International Airport	El Aaiún	27.142467	-13.224947
EUX	TNCE	F. D. Roosevelt Airport	Oranjestad	17.4965	-62.979401
EVE	ENEV	Harstad/Narvik Airport	Evenes	68.491302	16.678101
EVG	ESND	Sveg Airport	Sveg	62.047798	14.4229
EVN	UDYZ	Zvartnots International Airport	Yerevan	40.148941	44.397887
EVV	KEVV	Evansville Regional Airport	Evansville	38.0369987488	-87.5324020386
EWB	KEWB	New Bedford Regional Airport	New Bedford	41.67610168457031	-70.95690155029297
EWN	KEWN	Coastal Carolina Regional Airport	New Bern	35.0730018616	-77.04290008539999
EWR	KEWR	Newark Liberty International Airport	Newark	40.6894	-74.170545
EXI		Excursion Inlet Seaplane Base	Excursion Inlet	58.420502	-135.449005
EXT	EGTE	Exeter International Airport	Exeter, Devon	50.734261	-3.413984
EYK	USHQ	Beloyarskiy Airport		63.686901	66.698601
EYP	SKYP	El Alcaravan - Yopal Airport	Yopal	5.31911	-72.384
EYW	KEYW	Key West International Airport	Key West	24.556119	-81.759579
EZE	SAEZ	Ezeiza International Airport - Ministro Pistarini	Buenos Aires (Ezeiza)	-34.8222	-58.5358
EZS	LTCA	Elazığ Airport	Elazığ	38.597974	39.28348
FAE	EKVG	Vágar Airport	Vágar	62.063256	-7.275782
FAI	PAFA	Fairbanks International Airport	Fairbanks	64.815102	-147.856003
FAO	LPFR	Faro - Gago Coutinho International Airport	Faro	37.015909	-7.970939
FAR	KFAR	Hector International Airport	Fargo	46.9207	-96.815804
FAT	KFAT	Fresno Yosemite International Airport	Fresno	36.775767	-119.718018
FAV	NTGF	Fakarava Airport		-16.054100036621094	-145.65699768066406
FAY	KFAY	Fayetteville Regional Airport - Grannis Field	Fayetteville	34.991199	-78.880302
FBD	OAFZ	Fayzabad Airport	Fayzabad	37.122148	70.5201
FBE	SSFB	Paulo Abdala Airport	Francisco Beltrão	-26.05938	-53.063827
FBM	FZQA	Lubumbashi International Airport	Lubumbashi	-11.591494	27.530753
FBS		Friday Harbor Seaplane Base	Friday Harbor	48.5373	-123.010002
FCA	KGPI	Glacier Park International Airport	Kalispell	48.310501	-114.255997
FCN	ETMN	Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase	Wurster Nordseeküste	53.767689	8.659201
FCO	LIRF	Rome–Fiumicino Leonardo da Vinci International Airport	Rome	41.804532	12.251998
FDE	ENBL	Førde Airport, Bringeland	Førde	61.391102	5.75694
FDF	TFFF	Martinique Aimé Césaire International Airport	Fort-de-France	14.591	-61.003201
FDH	EDNY	Bodensee Airport Friedrichshafen	Friedrichshafen	47.671299	9.51149
FDU	FZBO	Bandundu Airport	Bandundu	-3.31132	17.381701
FEC		João Durval Carneiro Airport	Feira de Santana	-12.200694	-38.906164
FEG	UZFF	Fergana International Airport	Fergana	40.358799	71.745003
FEN	SBFN	Fernando de Noronha Airport	Fernando de Noronha	-3.854534	-32.423017
FEZ	GMFF	Fes Saïss International Airport	Saïss	33.927299	-4.97796
FGU	NTGB	Fangatau Airport	Fangatau	-15.820044	-140.888071
FHZ	NTKH	Fakahina Airport	Fakahina	-15.992259	-140.164246
FIE	EGEF	Fair Isle Airport	Fair Isle	59.534721	-1.628509
FIH	FZAA	Ndjili International Airport	Kinshasa	-4.38575	15.4446
FIZ	YFTZ	Fitzroy Crossing Airport		-18.183596	125.559783
FJR	OMFJ	Fujairah International Airport	Fujairah	25.108411	56.328061
FKB	EDSB	Karlsruhe Baden-Baden Airport	Rheinmünster	48.7794	8.0805
FKI	FZIC	Bangoka International Airport	Kisangani	0.481639	25.337999
FKQ	WASF	Fakfak Airport	Fakfak	-2.920508	132.267011
FKS	RJSF	Fukushima Airport	Sukagawa	37.22740173339844	140.43099975585938
FLA	SKFL	Gustavo Artunduaga Paredes Airport	Florencia	1.58919	-75.5644
FLG	KFLG	Flagstaff Pulliam Airport	Flagstaff	35.139757	-111.669826
FLL	KFLL	Fort Lauderdale Hollywood International Airport	Fort Lauderdale	26.072599	-80.152702
FLN	SBFL	Hercílio Luz International Airport	Florianópolis	-27.670279	-48.552502
FLO	KFLO	Florence Regional Airport	Florence	34.18539810180664	-79.7238998413086
FLR	LIRQ	Florence Airport, Peretola	Firenze (FI)	43.808558	11.202822
FLS	YFLI	Flinders Island Airport	Whitemark	-40.091702	147.992996
FLW	LPFL	Flores Airport	Santa Cruz das Flores	39.455299377441406	-31.131399154663086
FLZ	WIMS	Dr. Ferdinand Lumban Tobing Airport	Sibolga (Pinangsori)	1.557127	98.887145
FMA	SARF	Formosa National Airport	Formosa	-26.2127	-58.2281
FMI	FZRF	Kalemie Airport	Kalemie	-5.87556	29.25
FMM	EDJA	Memmingen Allgau Airport	Memmingen	47.988092	10.238248
FMO	EDDG	Münster Osnabrück Airport	Greven	52.133816	7.688482
FMT		Faresmaathoda Airport	Faresmaathodaa	0.192647	73.196755
FNA	GFLL	Lungi International Airport	Freetown (Lungi-Town)	8.61644	-13.1955
FNC	LPMA	Cristiano Ronaldo International Airport	Funchal	32.697812	-16.774613
FND		Funadhoo Airport	Funadhoo	6.162443	73.28752
FNI	LFTW	Nîmes-Arles-Camargue Airport	Nîmes/Garons	43.757401	4.41635
FNJ	ZKPY	Pyongyang Sunan International Airport	Pyongyang	39.224098	125.669998
FNR	PANR	Funter Bay Seaplane Base	Funter Bay	58.2543983459	-134.897994995
FNT	KFNT	Bishop International Airport	Flint	42.969294	-83.743355
FOA		Foula Airfield	Foula	60.121916	-2.053439
FOC	ZSFZ	Fuzhou Changle International Airport	Fuzhou (Changle)	25.929254	119.672524
FOD	KFOD	Fort Dodge Regional Airport	Fort Dodge	42.552624	-94.191237
FOG	LIBF	Foggia Gino Lisa Airport	Foggia (FG)	41.433596	15.534566
FON	MRAN	La Fortuna Arenal Airport	La Fortuna	10.469311	-84.579073
FOR	SBFZ	Pinto Martins International Airport	Fortaleza	-3.775833	-38.532222
FPO	MYGF	Grand Bahama International Airport	Freeport	26.557996	-78.695583
FRA	EDDF	Frankfurt Main Airport	Frankfurt am Main	50.026706	8.55835
FRD	KFHR	Friday Harbor Airport	Friday Harbor	48.523654	-123.024645
FRE	AGGF	Fera/Maringe Airport	Fera Island	-8.1075	159.576996
FRL	LIPK	Forlì-Luigi Ridolfi International Airport	Forlì (FC)	44.194801	12.0701
FRO	ENFL	Florø Airport	Florø	61.583599090576	5.0247201919556
FRS		Mundo Maya International Airport	San Benito	16.913707	-89.866143
FRW	FBPM	Phillip Gaonwe Matante International Airport	Francistown	-21.159183	27.468826
FSC	LFKF	Figari Sud-Corse Airport	Figari	41.50185	9.097092
FSD	KFSD	Sioux Falls Regional Airport	Sioux Falls	43.585463	-96.741152
FSH	WIMI	Syekh Hamzah Fansyuri Airport	Singkil	2.269614	97.967863
FSM	KFSM	Fort Smith Regional Airport	Fort Smith	35.336601	-94.367401
FSP	LFVP	Saint-Pierre Pointe-Blanche Airport	Saint-Pierre	46.762651	-56.17499
FSZ	RJNS	Mount Fuji Shizuoka Airport	Makinohara / Shimada	34.795022	138.190976
FTA	NVVF	Futuna Airport	Futuna Island	-19.516399383499998	170.231994629
FTE		El Calafate - Commander Armando Tola International Airport	El Calafate	-50.280267	-72.053401
FTI	NSFQ	Fitiuta Airport	Fitiuta Village	-14.216131	-169.423771
FTU	FMSD	Tôlanaro Airport	Tôlanaro	-25.038099	46.9561
FTW	KFTW	Fort Worth Meacham International Airport	Fort Worth	32.819919	-97.360818
FUE	GCFV	Fuerteventura Airport	El Matorral	28.4527	-13.8638
FUG	ZSFY	Fuyang Xiguan Airport	Yingzhou, Fuyang	32.882157	115.734364
FUJ	RJFE	Fukue Airport	Goto	32.666302	128.832993
FUK	RJFF	Fukuoka Airport	Fukuoka	33.585899353027344	130.4510040283203
FUN	NGFU	Funafuti International Airport	Funafuti	-8.523885	179.196976
FUO	ZGFS	Foshan Shadi Airport	Foshan (Nanhai)	23.0825	113.070833
FUT	NLWF	Pointe Vele Airport	Futuna Island	-14.311565	-178.066492
FWA	KFWA	Fort Wayne International Airport	Fort Wayne	40.978896	-85.194465
FYJ	ZYFY	Fuyuan Dongji Airport	Fuyuan	48.197219	134.36298
FYN	ZWFY	Fuyun Koktokay Airport	Fuyun	46.804169	89.512006
FYU	PFYU	Fort Yukon Airport	Fort Yukon	66.571651	-145.249987
GAE	DTTG	Gabès Matmata International Airport	Gabès	33.733691	9.91941
GAF	DTTF	Gafsa Ksar International Airport	Gafsa	34.422000885009766	8.822500228881836
GAJ	RJSC	Yamagata Airport	Higashine	38.4119	140.371002
GAL	PAGA	Edward G. Pitka Sr Airport	Galena	64.736198	-156.936997
GAM	PAGM	Gambell Airport	Gambell	63.767694	-171.733303
GAN	VRMG	Gan International Airport	Gan	-0.692975	73.152627
GAQ	GAGO	Gao International Airport	Gao	16.248466	-0.005389
GAU	VEGT	Lokpriya Gopinath Bordoloi International Airport	Guwahati	26.106654	91.585226
GAX	FOGX	Gamba Airport	Gamba	-2.785278	10.047222
GAY	VEGY	Gaya Airport	Gaya	24.744301	84.951202
GBB	UBBQ	Gabala International Airport	Gabala	40.808617	47.725389
GBE	FBSK	Sir Seretse Khama International Airport	Gaborone	-24.555201	25.9182
GBI	VOGB	Kalaburagi Airport	Kalaburagi	17.308154	76.965246
GBJ	TFFM	Marie-Galante Airport	Grand-Bourg	15.868925	-61.270087
GBZ	NZGB	Great Barrier Aerodrome	Claris	-36.241402	175.472
GCC	KGCC	Northeast Wyoming Regional Airport	Gillette	44.3489	-105.539001
GCH	OIAH	Gachsaran Airport	Gachsaran	30.333869	50.833796
GCI	EGJB	Guernsey Airport	Saint Peter Port	49.435001	-2.60197
GCK	KGCK	Garden City Regional Airport	Garden City	37.9275016785	-100.723999023
GCM	MWCR	Owen Roberts International Airport	George Town	19.292801	-81.357697
GCN	KGCN	Grand Canyon National Park Airport	Grand Canyon - Tusayan	35.9524	-112.147003
GDB	VAGD	Gondia Airport	Gondia	21.526817	80.290347
GDE	HAGO	Gode Airport	Gode	5.93513011932	43.5786018372
GDL	MMGL	Guadalajara International Airport	Guadalajara	20.523342	-103.310108
GDN	EPGD	Gdańsk Lech Wałęsa Airport	Gdańsk	54.377602	18.4662
GDQ	HAGN	Gondar Airport	Azezo	12.5199	37.433998
GDT	MBGT	JAGS McCartney International Airport	Cockburn Town	21.4445	-71.142303
GDV	KGDV	Dawson Community Airport	Glendive	47.137658	-104.80691
GDX	UHMM	Sokol Airport	Magadan	59.9109992980957	150.72000122070312
GDZ	URKG	Gelendzhik Airport	Gelendzhik	44.5820926295	38.0124807358
GEA	NWWM	Nouméa Magenta Airport	Nouméa	-22.257706	166.472822
GEC	LCGK	Lefkoniko Airport / Geçitkale Air Base	Lefkoniko (Geçitkale)	35.23591	33.720088
GEG	KGEG	Spokane International Airport	Spokane	47.6199	-117.533997
GEL	SBNM	Santo Ângelo Airport	Santo Ângelo	-28.282503	-54.169623
GEM	FGMY	President Obiang Nguema International Airport	Mengomeyén	1.676437	11.024904
GEO	SYCJ	Cheddi Jagan International Airport	Georgetown	6.49855	-58.254101
GER	MUNG	Rafael Cabrera Airport	Nueva Gerona	21.834699630737305	-82.78379821777344
GES	RPMR	General Santos International Airport	General Santos	6.057208	125.096243
GET	YGEL	Geraldton Airport	Moonyoonooka	-28.796101	114.707001
GEV	ESNG	Gällivare Airport	Gällivare	67.13240051269531	20.814599990844727
GFF	YGTH	Griffith Airport	Griffith	-34.2508010864	146.067001343
GFK	KGFK	Grand Forks International Airport	Grand Forks	47.949299	-97.176102
GGF	SNYA	Almeirim Airport	Almeirim	-1.479524	-52.578214
GGG	KGGG	East Texas Regional Airport	Longview	32.38399887084961	-94.71150207519531
GGJ	SSGY	Guaíra Airport	Guaíra	-24.0811	-54.1917
GGR	HCGR	Garowe Airport	Garowe	8.458474	48.568136
GGS	SAWR	Gobernador Gregores Airport	Gobernador Gregores	-48.7831	-70.150002
GGT	MYEF	Exuma International Airport	Moss Town	23.562599	-75.877998
GGW	KGGW	Glasgow Valley County Airport Wokal Field	Glasgow	48.212502	-106.614998
GHA	DAUG	Noumérat - Moufdi Zakaria Airport	El Atteuf	32.384102	3.79411
GHB	MYEM	Governor's Harbour Airport	Governor's Harbour	25.2847	-76.331001
GHT	HLGT	Ghat Airport	Ghat	25.1455993652	10.142600059500001
GHV	LRBV	Brașov-Ghimbav International Airport	Brașov (Ghimbav)	45.70558	25.522871
GIB	LXGB	Gibraltar Airport	Gibraltar	36.151679	-5.34978
GIC	YBOI	Boigu Island Airport	Boigu Island	-9.23278	142.218002
GID	HBBE	Gitega Airport	Gitega	-3.417209	29.911308
GIG	SBGL	Rio Galeão – Tom Jobim International Airport	Rio De Janeiro	-22.809999	-43.250557
GIL	OPGT	Gilgit Airport	Gilgit	35.918800354003906	74.33360290527344
GIS	NZGS	Gisborne Airport	Gisborne	-38.6633	177.977997
GIZ	OEGN	Jizan Regional Airport / King Abdullah bin Abdulaziz Airport	Jizan	16.9011	42.5858
GJA	MHNJ	La Laguna Airport	Guanaja	16.4454	-85.906601
GJL	DAAV	Jijel Ferhat Abbas Airport	Tahir	36.794125	5.873652
GJT	KGJT	Grand Junction Regional Airport	Grand Junction	39.126663	-108.529387
GKA	AYGA	Goroka Airport	Goronka	-6.081689834590001	145.391998291
GKK	VRMO	Kooddoo Airport	Huvadhu Atoll	0.7324	73.4336
GKN	PAGK	Gulkana Airport	Gulkana	62.155859	-145.454662
GLA	EGPF	Glasgow Airport	Glasgow	55.871899	-4.43306
GLF	MRGF	Golfito Airport	Golfito	8.65401	-83.182198
GLH	KGLH	Mid Delta Regional Airport	Greenville	33.482899	-90.985603
GLK	HCMR	Galcaio Airport	Galcaio	6.78082990646	47.45470047
GLT	YGLA	Gladstone Airport	Gladstone	-23.869763	151.225439
GLV	PAGL	Golovin Airport	Golovin	64.550499	-163.007004
GMA	FZFK	Gemena Airport	Gemena	3.23537	19.771299
GMB	HAGM	Gambela Airport	Gambela	8.12876	34.563099
GME	UMGG	Gomel Airport	Gomel	52.527000427246094	31.016700744628906
GMI	AYGT	Gasmata Island Airport	Gasmata Island	-6.27111005783	150.330993652
GMO	DNGO	Gombe Lawanti International Airport	Gombe	10.298889	10.9
GMP	RKSS	Seoul Gimpo International Airport	Seoul	37.5583	126.791
GMQ	ZLGL	Golog Maqên Airport	Golog (Maqên)	34.418066	100.301144
GMR	NTGJ	Totegegie Airport		-23.07990074157715	-134.88999938964844
GMZ	GCGM	La Gomera Airport	Alajero, La Gomera Island	28.0296	-17.2146
GNB	LFLS	Grenoble Alpes Isère Airport	Grenoble	45.3629	5.32937
GND	TGPY	Maurice Bishop International Airport	Saint George's	12.003996	-61.785302
GNJ	UBBG	Ganja International Airport	Ganja	40.738692	46.320383
GNS	WIMB	Binaka Airport	Gunungsitoli	1.166275	97.705196
GNU		Goodnews Airport	Goodnews	59.117561	-161.575241
GNV	KGNV	Gainesville Regional Airport	Gainesville	29.6900997162	-82.2717971802
GNY	LTCS	Şanlıurfa GAP Airport	Şanlıurfa	37.445663	38.895592
GOA	LIMJ	Genoa Cristoforo Colombo Airport	Genova (GE)	44.412039	8.840732
GOH	BGGH	Nuuk International Airport	Nuuk	64.191066	-51.67914
GOI	VOGO	Goa Dabolim International Airport	Vasco da Gama	15.380062	73.833328
GOJ	UWGG	Nizhny Novgorod / Strigino International Airport	Nizhny Novgorod	56.227351	43.785152
GOM	FZNA	Goma International Airport	Goma	-1.666758	29.238037
GOP	VEGK	Gorakhpur Airport	Gorakhpur	26.739700317399997	83.4496994019
GOQ	ZLGM	Golmud Airport	Golmud	36.4006	94.786102
GOT	ESGG	Göteborg Landvetter Airport	Göteborg	57.6628	12.2798
GOU	FKKR	Garoua International Airport	Garoua	9.334785	13.372129
GOV	YPGV	Gove Airport	Nhulunbuy	-12.269399642899998	136.817993164
GOX	VOGA	Manohar International Airport	Mopa	15.744257	73.860625
GOY	UNIT	Tura Mountain Airport	Tura	64.333511	100.432892
GPA	LGRX	Patras Araxos Agamemnon Airport	Patras	38.1511	21.4256
GPB		Tancredo Thomas de Faria Airport	Guarapuava	-25.388327	-51.52349
GPI	SKGP	Guapi Airport	Guapi	2.57013	-77.897969
GPS	SEGS	Seymour Galapagos Ecological Airport	Isla Baltra	-0.453758	-90.2659
GPT	KGPT	Gulfport Biloxi International Airport	Gulfport	30.405582	-89.069836
GRB	KGRB	Austin Straubel International Airport	Green Bay	44.483459	-88.130805
GRI	KGRI	Central Nebraska Regional Airport	Grand Island	40.967498779296875	-98.30960083007812
GRJ	FAGG	George Airport	George	-34.0056	22.378902
GRK	KGRK	Killeen Regional Airport / Robert Gray Army Airfield	Fort Cavazos	31.0672	-97.828903
GRO	LEGE	Girona-Costa Brava Airport	Girona	41.904639	2.761774
GRQ	EHGG	Groningen Airport Eelde	Groningen	53.119107	6.577652
GRR	KGRR	Gerald R. Ford International Airport	Grand Rapids	42.880798	-85.522797
GRU	SBGR	São Paulo/Guarulhos–Governor André Franco Montoro International Airport	São Paulo	-23.431274	-46.469954
GRV	URMG	Akhmat Kadyrov Grozny International Airport	Grozny	43.388106	45.699772
GRW	LPGR	Graciosa Airport	Santa Cruz da Graciosa	39.092201232910156	-28.029800415039062
GRX	LEGR	F.G.L. Airport Granada-Jaén Airport	Granada	37.188702	-3.77736
GRY	BIGR	Grímsey Airport	Grímsey/Sandvík	66.5458	-18.0173
GRZ	LOWG	Graz Airport	Feldkirchen bei Graz	46.9911	15.4396
GSM	OIKQ	Qeshm International Airport	Qeshm(Dayrestan)	26.754639	55.902353
GSO	KGSO	Piedmont Triad International Airport	Greensboro	36.09937	-79.937262
GSP	KGSP	Greenville-Spartanburg International Airport	Greenville/Greer/Spartanburg	34.895699	-82.218903
GST	PAGS	Gustavus Airport	Gustavus	58.4253006	-135.7070007
GSV	UWSG	Gagarin International Airport	Saratov	51.712778	46.171111
GTA	AGOK	Gatokae Aerodrome	Gatokae	-8.738358	158.202836
GTE	YGTE	Groote Eylandt Airport	Groote Eylandt	-13.972405	136.458553
GTF	KGTF	Great Falls International Airport	Great Falls	47.481998	-111.371002
GTO	WAMG	Jalaluddin Airport	Gorontalo	0.637119	122.849998
